Statistical profiling result from isolate-0xc7480c000-47316-v8-47316.log, (9008 ticks, 2069 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name

 [JavaScript]:
   ticks  total  nonlib   name
      1    1.3%        JS: *Writable.uncork node:internal/streams/writable:520:37
      1  100.0%          JS: ^end node:_http_outgoing:1085:45
      1  100.0%            JS: *_respond file:///Users/fengmk2/git/github.com/eggjs/benchmark/node_modules/@eggjs/koa/dist/application.js:218:13
     71    4.2%    JS: ^wrapSafe node:internal/modules/cjs/loader:1596:18
     70   98.6%      JS: ^<anonymous> node:internal/modules/cjs/loader:1656:37
     70  100.0%        JS: ^<anonymous> node:internal/modules/cjs/loader:1804:37
     70  100.0%          JS: ^<anonymous> node:internal/modules/cjs/loader:1432:33
     70  100.0%            JS: ^<anonymous> node:internal/modules/cjs/loader:1169:24
      1    1.4%      JS: ^<anonymous> node:internal/modules/cjs/loader:1169:24
      1  100.0%        JS: ^traceSync node:diagnostics_channel:326:12
      1  100.0%          JS: ^wrapModuleLoad node:internal/modules/cjs/loader:230:24
      1  100.0%            JS: ^<anonymous> node:internal/modules/cjs/loader:1455:36
     54    3.2%    Builtin: ObjectGetPrototypeOf
     51   94.4%      JS: *OrdinaryGetMetadata /Users/fengmk2/git/github.com/eggjs/benchmark/node_modules/reflect-metadata/Reflect.js:591:37
     21   41.2%        JS: *OrdinaryGetMetadata /Users/fengmk2/git/github.com/eggjs/benchmark/node_modules/reflect-metadata/Reflect.js:591:37
      9   42.9%          JS: *OrdinaryGetMetadata /Users/fengmk2/git/github.com/eggjs/benchmark/node_modules/reflect-metadata/Reflect.js:591:37
      3   33.3%            JS: *getMetaData file:///Users/fengmk2/git/github.com/eggjs/benchmark/node_modules/@eggjs/metadata/dist/impl/EggPrototypeImpl.js:49:16
      2   22.2%            JS: *getMetadata /Users/fengmk2/git/github.com/eggjs/benchmark/node_modules/reflect-metadata/Reflect.js:365:29
      2   22.2%            JS: *getMetaData file:///Users/fengmk2/git/github.com/eggjs/benchmark/node_modules/@eggjs/core-decorator/dist/util/MetadataUtil.js:14:23
      2   22.2%            JS: *destroy file:///Users/fengmk2/git/github.com/eggjs/benchmark/node_modules/@eggjs/tegg-runtime/dist/impl/EggObjectImpl.js:147:18
      5   23.8%          JS: *getMetaData file:///Users/fengmk2/git/github.com/eggjs/benchmark/node_modules/@eggjs/metadata/dist/impl/EggPrototypeImpl.js:49:16
      5  100.0%            JS: *initWithInjectProperty file:///Users/fengmk2/git/github.com/eggjs/benchmark/node_modules/@eggjs/tegg-runtime/dist/impl/EggObjectImpl.js:20:33
      4   19.0%          JS: *destroy file:///Users/fengmk2/git/github.com/eggjs/benchmark/node_modules/@eggjs/tegg-runtime/dist/impl/EggObjectImpl.js:147:18
      4  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
      2    9.5%          JS: *getMetaData file:///Users/fengmk2/git/github.com/eggjs/benchmark/node_modules/@eggjs/core-decorator/dist/util/MetadataUtil.js:14:23
      2  100.0%            JS: *initWithInjectProperty file:///Users/fengmk2/git/github.com/eggjs/benchmark/node_modules/@eggjs/tegg-runtime/dist/impl/EggObjectImpl.js:20:33
      1    4.8%          JS: *getMetadata /Users/fengmk2/git/github.com/eggjs/benchmark/node_modules/reflect-metadata/Reflect.js:365:29
      1  100.0%            JS: *initWithInjectProperty file:///Users/fengmk2/git/github.com/eggjs/benchmark/node_modules/@eggjs/tegg-runtime/dist/impl/EggObjectImpl.js:20:33
     11   21.6%        JS: *destroy file:///Users/fengmk2/git/github.com/eggjs/benchmark/node_modules/@eggjs/tegg-runtime/dist/impl/EggObjectImpl.js:147:18
     11  100.0%          Builtin: AsyncFunctionAwaitResolveClosure
     11  100.0%            Builtin: CallApiCallbackOptimizedNoProfiling
     10   19.6%        JS: *getMetaData file:///Users/fengmk2/git/github.com/eggjs/benchmark/node_modules/@eggjs/core-decorator/dist/util/MetadataUtil.js:14:23
     10  100.0%          JS: *initWithInjectProperty file:///Users/fengmk2/git/github.com/eggjs/benchmark/node_modules/@eggjs/tegg-runtime/dist/impl/EggObjectImpl.js:20:33
     10  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
      7   13.7%        JS: *getMetaData file:///Users/fengmk2/git/github.com/eggjs/benchmark/node_modules/@eggjs/metadata/dist/impl/EggPrototypeImpl.js:49:16
      7  100.0%          JS: *initWithInjectProperty file:///Users/fengmk2/git/github.com/eggjs/benchmark/node_modules/@eggjs/tegg-runtime/dist/impl/EggObjectImpl.js:20:33
      7  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
      2    3.9%        JS: *getMetadata /Users/fengmk2/git/github.com/eggjs/benchmark/node_modules/reflect-metadata/Reflect.js:365:29
      2  100.0%          JS: *initWithInjectProperty file:///Users/fengmk2/git/github.com/eggjs/benchmark/node_modules/@eggjs/tegg-runtime/dist/impl/EggObjectImpl.js:20:33
      2  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
      3    5.6%      JS: *parserOnHeadersComplete node:_http_common:74:33
     41    2.4%    JS: *_destroy node:_http_incoming:218:55
     41  100.0%      JS: *endReadableNT node:internal/streams/readable:1692:23
     41  100.0%        JS: *processTicksAndRejections node:internal/process/task_queues:72:35
     32    1.9%    JS: *emitReadable node:internal/streams/readable:819:22
     32  100.0%      JS: *Readable.push node:internal/streams/readable:387:35
     32  100.0%        JS: *parserOnMessageComplete node:_http_common:140:33
     26    1.5%    JS: ^compileForInternalLoader node:internal/bootstrap/realm:385:27
     25   96.2%      JS: ^requireBuiltin node:internal/bootstrap/realm:422:24
      5   20.0%        JS: ~lazyUndici node:http:122:20
      5  100.0%          JS: ~get node:http:177:6
      5  100.0%            Builtin: ReflectGet
      2    8.0%        JS: ~<anonymous> node:internal/streams/duplex:1:1
      2  100.0%          JS: ^compileForInternalLoader node:internal/bootstrap/realm:385:27
      2  100.0%            JS: ^requireBuiltin node:internal/bootstrap/realm:422:24
      2    8.0%        JS: ~<anonymous> node:child_process:1:1
      2  100.0%          JS: ^compileForInternalLoader node:internal/bootstrap/realm:385:27
      2  100.0%            JS: ^requireBuiltin node:internal/bootstrap/realm:422:24
      2    8.0%        JS: ~<anonymous> node:_http_client:1:1
      2  100.0%          JS: ^compileForInternalLoader node:internal/bootstrap/realm:385:27
      2  100.0%            JS: ^requireBuiltin node:internal/bootstrap/realm:422:24
      1    4.0%        t node::i18n::ConverterObject::~ConverterObject()
      1  100.0%          JS: ~lib/web/fetch/response.js node:internal/deps/undici/undici:9234:30
      1  100.0%            JS: ^__require node:internal/deps/undici/undici:5:49
      1    4.0%        JS: ~initCJSParseSync node:internal/modules/esm/translators:79:26
      1  100.0%          JS: ~commonjsStrategy node:internal/modules/esm/translators:299:54
      1  100.0%            JS: ~#translate node:internal/modules/esm/loader:538:13
      1    4.0%        JS: ~<anonymous> node:tls:1:1
      1  100.0%          JS: ^compileForInternalLoader node:internal/bootstrap/realm:385:27
      1  100.0%            JS: ^requireBuiltin node:internal/bootstrap/realm:422:24
      1    4.0%        JS: ~<anonymous> node:perf_hooks:1:1
      1  100.0%          JS: ^compileForInternalLoader node:internal/bootstrap/realm:385:27
      1  100.0%            JS: ^requireBuiltin node:internal/bootstrap/realm:422:24
      1    4.0%        JS: ~<anonymous> node:net:1:1
      1  100.0%          JS: ^compileForInternalLoader node:internal/bootstrap/realm:385:27
      1  100.0%            JS: ^requireBuiltin node:internal/bootstrap/realm:422:24
      1    4.0%        JS: ~<anonymous> node:internal/streams/operators:1:1
      1  100.0%          JS: ^compileForInternalLoader node:internal/bootstrap/realm:385:27
      1  100.0%            JS: ^requireBuiltin node:internal/bootstrap/realm:422:24
      1    4.0%        JS: ~<anonymous> node:internal/perf/performance:1:1
      1  100.0%          JS: ^compileForInternalLoader node:internal/bootstrap/realm:385:27
      1  100.0%            JS: ^requireBuiltin node:internal/bootstrap/realm:422:24
      1    4.0%        JS: ~<anonymous> node:internal/main/run_main_module:1:1
      1    4.0%        JS: ~<anonymous> node:internal/fs/promises:1:1
      1  100.0%          JS: ^compileForInternalLoader node:internal/bootstrap/realm:385:27
      1  100.0%            JS: ^requireBuiltin node:internal/bootstrap/realm:422:24
      1    4.0%        JS: ~<anonymous> node:internal/child_process:1:1
      1  100.0%          JS: ^compileForInternalLoader node:internal/bootstrap/realm:385:27
      1  100.0%            JS: ^requireBuiltin node:internal/bootstrap/realm:422:24
      1    4.0%        JS: ~<anonymous> node:inspector:1:1
      1  100.0%          JS: ^compileForInternalLoader node:internal/bootstrap/realm:385:27
      1  100.0%            JS: ^compileForPublicLoader node:internal/bootstrap/realm:332:25
      1    4.0%        JS: ~#createModuleJob node:internal/modules/esm/loader:616:19
      1  100.0%          JS: ~#getJobFromResolveResult node:internal/modules/esm/loader:337:27
      1  100.0%            JS: ~getModuleJobForImport node:internal/modules/esm/loader:309:30
      1    4.0%        JS: ~#cachedDefaultResolve node:internal/modules/esm/loader:723:24
      1  100.0%          JS: ~resolve node:internal/modules/esm/loader:699:10
      1  100.0%            JS: ~getModuleJobForImport node:internal/modules/esm/loader:309:30
      1    4.0%        Builtin: ReflectGet
      1  100.0%          Builtin: CallApiCallbackGeneric
      1  100.0%            JS: ~builtinStrategy node:internal/modules/esm/translators:406:52
      1    3.8%      JS: ~builtinStrategy node:internal/modules/esm/translators:406:52
      1  100.0%        JS: ^#translate node:internal/modules/esm/loader:538:13
      1  100.0%          JS: ^afterLoad node:internal/modules/esm/loader:595:23
      1  100.0%            JS: ^loadAndTranslate node:internal/modules/esm/loader:593:19
     23    1.4%    JS: *objectPreCreate file:///Users/fengmk2/git/github.com/eggjs/benchmark/node_modules/@eggjs/lifecycle/dist/LifycycleUtil.js:32:26
     23  100.0%      JS: *initWithInjectProperty file:///Users/fengmk2/git/github.com/eggjs/benchmark/node_modules/@eggjs/tegg-runtime/dist/impl/EggObjectImpl.js:20:33
     23  100.0%        JS: *createObject file:///Users/fengmk2/git/github.com/eggjs/benchmark/node_modules/@eggjs/tegg-runtime/dist/impl/EggObjectImpl.js:174:30
     23  100.0%          JS: *createObject file:///Users/fengmk2/git/github.com/eggjs/benchmark/node_modules/@eggjs/tegg-runtime/dist/factory/EggObjectFactory.js:17:30
     23  100.0%            JS: *init file:///Users/fengmk2/git/github.com/eggjs/benchmark/node_modules/@eggjs/tegg-runtime/dist/model/AbstractEggContext.js:71:15
     21    1.2%    JS: *_storeHeader node:_http_outgoing:455:22
     20   95.2%      JS: *writeHead node:_http_server:351:19
     20  100.0%        JS: *write_ node:_http_outgoing:943:16
     20  100.0%          JS: *end node:_http_outgoing:1085:45
     20  100.0%            JS: *handleRequest file:///Users/fengmk2/git/github.com/eggjs/benchmark/node_modules/@eggjs/koa/dist/application.js:168:24
      1    4.8%      JS: ^writeHead node:_http_server:351:19
      1  100.0%        JS: ^_implicitHeader node:_http_server:346:68
      1  100.0%          JS: ^write_ node:_http_outgoing:943:16
      1  100.0%            JS: ^end node:_http_outgoing:1085:45
     20    1.2%    Builtin: MapPrototypeDelete
     11   55.0%      JS: *destroy file:///Users/fengmk2/git/github.com/eggjs/benchmark/node_modules/@eggjs/tegg-runtime/dist/model/AbstractEggContext.js:22:18
     11  100.0%        Builtin: AsyncFunctionAwaitResolveClosure
     11  100.0%          Builtin: CallApiCallbackOptimizedNoProfiling
     11  100.0%            JS: *processTicksAndRejections node:internal/process/task_queues:72:35
      9   45.0%      JS: *getOrCreateEggObject file:///Users/fengmk2/git/github.com/eggjs/benchmark/node_modules/@eggjs/tegg-runtime/dist/model/AbstractEggContext.js:51:31
      9  100.0%        Builtin: AsyncFunctionAwaitResolveClosure
      9  100.0%          Builtin: CallApiCallbackOptimizedNoProfiling
      9  100.0%            JS: *processTicksAndRejections node:internal/process/task_queues:72:35
     19    1.1%    JS: *processTicksAndRejections node:internal/process/task_queues:72:35
     18    1.1%    JS: *set file:///Users/fengmk2/git/github.com/eggjs/benchmark/node_modules/@eggjs/koa/dist/response.js:376:8
     18  100.0%      JS: *index /Users/fengmk2/git/github.com/eggjs/benchmark/simple/app/controller/async.js:3:16
     18  100.0%        JS: *wrappedController file:///Users/fengmk2/git/github.com/eggjs/benchmark/node_modules/@eggjs/core/node_modules/@eggjs/router/dist/EggRouter.js:236:31
     18  100.0%          JS: *dispatch /Users/fengmk2/git/github.com/eggjs/benchmark/node_modules/@eggjs/core/node_modules/koa-compose/index.js:35:23
     18  100.0%            JS: *<anonymous> file:///Users/fengmk2/git/github.com/eggjs/benchmark/node_modules/@eggjs/core/node_modules/@eggjs/router/dist/Router.js:138:27
     18    1.1%    JS: *initWithInjectProperty file:///Users/fengmk2/git/github.com/eggjs/benchmark/node_modules/@eggjs/tegg-runtime/dist/impl/EggObjectImpl.js:20:33
     18  100.0%      Builtin: AsyncFunctionAwaitResolveClosure
     18  100.0%        Builtin: CallApiCallbackOptimizedNoProfiling
     18  100.0%          JS: *processTicksAndRejections node:internal/process/task_queues:72:35

    667    7.4%  JS: *promiseInitHook node:internal/async_hooks:328:25
     51    7.6%    JS: *objectPostCreate file:///Users/fengmk2/git/github.com/eggjs/benchmark/node_modules/@eggjs/lifecycle/dist/LifycycleUtil.js:38:27
     21   41.2%      JS: *initWithInjectProperty file:///Users/fengmk2/git/github.com/eggjs/benchmark/node_modules/@eggjs/tegg-runtime/dist/impl/EggObjectImpl.js:20:33
     21  100.0%        Builtin: AsyncFunctionAwaitResolveClosure
     21  100.0%          Builtin: CallApiCallbackOptimizedNoProfiling
     21  100.0%            JS: *processTicksAndRejections node:internal/process/task_queues:72:35
     16   31.4%      JS: *init file:///Users/fengmk2/git/github.com/eggjs/benchmark/node_modules/@eggjs/tegg-runtime/dist/model/AbstractEggContext.js:71:15
     16  100.0%        Builtin: AsyncFunctionAwaitResolveClosure
     16  100.0%          Builtin: CallApiCallbackOptimizedNoProfiling
     16  100.0%            JS: *processTicksAndRejections node:internal/process/task_queues:72:35
     14   27.5%      Builtin: AsyncFunctionAwaitResolveClosure
     14  100.0%        Builtin: CallApiCallbackOptimizedNoProfiling
     14  100.0%          JS: *processTicksAndRejections node:internal/process/task_queues:72:35
     51    7.6%    Builtin: PromisePrototypeThen
     41   80.4%      Builtin: PromiseAll
     13   31.7%        JS: *init file:///Users/fengmk2/git/github.com/eggjs/benchmark/node_modules/@eggjs/tegg-runtime/dist/model/AbstractEggContext.js:71:15
     13  100.0%          JS: *ctxLifecycleMiddleware file:///Users/fengmk2/git/github.com/eggjs/benchmark/node_modules/@eggjs/tegg-plugin/dist/lib/ctx_lifecycle_middleware.js:3:45
     13  100.0%            JS: *dispatch /Users/fengmk2/git/github.com/eggjs/benchmark/node_modules/@eggjs/koa/node_modules/koa-compose/index.js:35:23
      8   19.5%        JS: *objectPostCreate file:///Users/fengmk2/git/github.com/eggjs/benchmark/node_modules/@eggjs/lifecycle/dist/LifycycleUtil.js:38:27
      4   50.0%          JS: *init file:///Users/fengmk2/git/github.com/eggjs/benchmark/node_modules/@eggjs/tegg-runtime/dist/model/AbstractEggContext.js:71:15
      4  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
      3   37.5%          JS: *initWithInjectProperty file:///Users/fengmk2/git/github.com/eggjs/benchmark/node_modules/@eggjs/tegg-runtime/dist/impl/EggObjectImpl.js:20:33
      3  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
      1   12.5%          Builtin: AsyncFunctionAwaitResolveClosure
      1  100.0%            Builtin: CallApiCallbackOptimizedNoProfiling
      6   14.6%        JS: *destroy file:///Users/fengmk2/git/github.com/eggjs/benchmark/node_modules/@eggjs/tegg-runtime/dist/model/AbstractEggContext.js:22:18
      4   66.7%          JS: *ctxLifecycleMiddleware file:///Users/fengmk2/git/github.com/eggjs/benchmark/node_modules/@eggjs/tegg-plugin/dist/lib/ctx_lifecycle_middleware.js:3:45
      4  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
      2   33.3%          Builtin: AsyncFunctionAwaitResolveClosure
      2  100.0%            Builtin: CallApiCallbackOptimizedNoProfiling
      5   12.2%        JS: *objectPreDestroy file:///Users/fengmk2/git/github.com/eggjs/benchmark/node_modules/@eggjs/lifecycle/dist/LifycycleUtil.js:44:27
      5  100.0%          Builtin: AsyncFunctionAwaitResolveClosure
      5  100.0%            Builtin: CallApiCallbackOptimizedNoProfiling
      5   12.2%        JS: *destroy file:///Users/fengmk2/git/github.com/eggjs/benchmark/node_modules/@eggjs/tegg-runtime/dist/impl/EggObjectImpl.js:147:18
      5  100.0%          JS: *destroyObject file:///Users/fengmk2/git/github.com/eggjs/benchmark/node_modules/@eggjs/tegg-runtime/dist/factory/EggObjectFactory.js:33:31
      5  100.0%            JS: *destroy file:///Users/fengmk2/git/github.com/eggjs/benchmark/node_modules/@eggjs/tegg-runtime/dist/model/AbstractEggContext.js:22:18
      2    4.9%        JS: *objectPreCreate file:///Users/fengmk2/git/github.com/eggjs/benchmark/node_modules/@eggjs/lifecycle/dist/LifycycleUtil.js:32:26
      2  100.0%          JS: *initWithInjectProperty file:///Users/fengmk2/git/github.com/eggjs/benchmark/node_modules/@eggjs/tegg-runtime/dist/impl/EggObjectImpl.js:20:33
      2  100.0%            JS: *createObject file:///Users/fengmk2/git/github.com/eggjs/benchmark/node_modules/@eggjs/tegg-runtime/dist/impl/EggObjectImpl.js:174:30
      2    4.9%        JS: *initWithInjectProperty file:///Users/fengmk2/git/github.com/eggjs/benchmark/node_modules/@eggjs/tegg-runtime/dist/impl/EggObjectImpl.js:20:33
      2  100.0%          Builtin: AsyncFunctionAwaitResolveClosure
      2  100.0%            Builtin: CallApiCallbackOptimizedNoProfiling
      6   11.8%      Builtin: CallApiCallbackOptimizedNoProfiling
      6  100.0%        JS: *processTicksAndRejections node:internal/process/task_queues:72:35
      4    7.8%      JS: *ctxLifecycleMiddleware file:///Users/fengmk2/git/github.com/eggjs/benchmark/node_modules/@eggjs/tegg-plugin/dist/lib/ctx_lifecycle_middleware.js:3:45
      4  100.0%        Builtin: AsyncFunctionAwaitResolveClosure
      4  100.0%          Builtin: CallApiCallbackOptimizedNoProfiling
      4  100.0%            JS: *processTicksAndRejections node:internal/process/task_queues:72:35
     49    7.3%    Builtin: PromiseAll
     14   28.6%      JS: *objectPostCreate file:///Users/fengmk2/git/github.com/eggjs/benchmark/node_modules/@eggjs/lifecycle/dist/LifycycleUtil.js:38:27
      6   42.9%        JS: *initWithInjectProperty file:///Users/fengmk2/git/github.com/eggjs/benchmark/node_modules/@eggjs/tegg-runtime/dist/impl/EggObjectImpl.js:20:33
      6  100.0%          Builtin: AsyncFunctionAwaitResolveClosure
      6  100.0%            Builtin: CallApiCallbackOptimizedNoProfiling
      5   35.7%        Builtin: AsyncFunctionAwaitResolveClosure
      5  100.0%          Builtin: CallApiCallbackOptimizedNoProfiling
      5  100.0%            JS: *processTicksAndRejections node:internal/process/task_queues:72:35
      3   21.4%        JS: *init file:///Users/fengmk2/git/github.com/eggjs/benchmark/node_modules/@eggjs/tegg-runtime/dist/model/AbstractEggContext.js:71:15
      3  100.0%          Builtin: AsyncFunctionAwaitResolveClosure
      3  100.0%            Builtin: CallApiCallbackOptimizedNoProfiling
      8   16.3%      JS: *objectPreCreate file:///Users/fengmk2/git/github.com/eggjs/benchmark/node_modules/@eggjs/lifecycle/dist/LifycycleUtil.js:32:26
      5   62.5%        JS: *initWithInjectProperty file:///Users/fengmk2/git/github.com/eggjs/benchmark/node_modules/@eggjs/tegg-runtime/dist/impl/EggObjectImpl.js:20:33
      5  100.0%          JS: *createObject file:///Users/fengmk2/git/github.com/eggjs/benchmark/node_modules/@eggjs/tegg-runtime/dist/impl/EggObjectImpl.js:174:30
      5  100.0%            JS: *createObject file:///Users/fengmk2/git/github.com/eggjs/benchmark/node_modules/@eggjs/tegg-runtime/dist/factory/EggObjectFactory.js:17:30
      3   37.5%        Builtin: AsyncFunctionAwaitResolveClosure
      3  100.0%          Builtin: CallApiCallbackOptimizedNoProfiling
      3  100.0%            JS: *processTicksAndRejections node:internal/process/task_queues:72:35
      7   14.3%      JS: *getOrCreateEggObject file:///Users/fengmk2/git/github.com/eggjs/benchmark/node_modules/@eggjs/tegg-runtime/dist/factory/EggContainerFactory.js:28:38
      7  100.0%        Builtin: AsyncFunctionAwaitResolveClosure
      7  100.0%          Builtin: CallApiCallbackOptimizedNoProfiling
      7  100.0%            JS: *processTicksAndRejections node:internal/process/task_queues:72:35
      6   12.2%      JS: *objectPreDestroy file:///Users/fengmk2/git/github.com/eggjs/benchmark/node_modules/@eggjs/lifecycle/dist/LifycycleUtil.js:44:27
      6  100.0%        Builtin: AsyncFunctionAwaitResolveClosure
      6  100.0%          Builtin: CallApiCallbackOptimizedNoProfiling
      6  100.0%            JS: *processTicksAndRejections node:internal/process/task_queues:72:35
      5   10.2%      JS: *initWithInjectProperty file:///Users/fengmk2/git/github.com/eggjs/benchmark/node_modules/@eggjs/tegg-runtime/dist/impl/EggObjectImpl.js:20:33
      5  100.0%        Builtin: AsyncFunctionAwaitResolveClosure
      5  100.0%          Builtin: CallApiCallbackOptimizedNoProfiling
      5  100.0%            JS: *processTicksAndRejections node:internal/process/task_queues:72:35
      3    6.1%      JS: *init file:///Users/fengmk2/git/github.com/eggjs/benchmark/node_modules/@eggjs/tegg-runtime/dist/model/AbstractEggContext.js:71:15
      3  100.0%        JS: *ctxLifecycleMiddleware file:///Users/fengmk2/git/github.com/eggjs/benchmark/node_modules/@eggjs/tegg-plugin/dist/lib/ctx_lifecycle_middleware.js:3:45
      3  100.0%          JS: *dispatch /Users/fengmk2/git/github.com/eggjs/benchmark/node_modules/@eggjs/koa/node_modules/koa-compose/index.js:35:23
      3  100.0%            JS: *teggRootProto file:///Users/fengmk2/git/github.com/eggjs/benchmark/node_modules/@eggjs/controller-plugin/dist/app/middleware/tegg_root_proto.js:3:40
      3    6.1%      JS: *destroy file:///Users/fengmk2/git/github.com/eggjs/benchmark/node_modules/@eggjs/tegg-runtime/dist/model/AbstractEggContext.js:22:18
      2   66.7%        Builtin: AsyncFunctionAwaitResolveClosure
      2  100.0%          Builtin: CallApiCallbackOptimizedNoProfiling
      2  100.0%            JS: *processTicksAndRejections node:internal/process/task_queues:72:35
      1   33.3%        JS: *ctxLifecycleMiddleware file:///Users/fengmk2/git/github.com/eggjs/benchmark/node_modules/@eggjs/tegg-plugin/dist/lib/ctx_lifecycle_middleware.js:3:45
      1  100.0%          Builtin: AsyncFunctionAwaitResolveClosure
      1  100.0%            Builtin: CallApiCallbackOptimizedNoProfiling
      3    6.1%      JS: *destroy file:///Users/fengmk2/git/github.com/eggjs/benchmark/node_modules/@eggjs/tegg-runtime/dist/impl/EggObjectImpl.js:147:18
      3  100.0%        JS: *destroyObject file:///Users/fengmk2/git/github.com/eggjs/benchmark/node_modules/@eggjs/tegg-runtime/dist/factory/EggObjectFactory.js:33:31
      3  100.0%          JS: *destroy file:///Users/fengmk2/git/github.com/eggjs/benchmark/node_modules/@eggjs/tegg-runtime/dist/model/AbstractEggContext.js:22:18
      3  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
     44    6.6%    JS: *getOrCreateEggObject file:///Users/fengmk2/git/github.com/eggjs/benchmark/node_modules/@eggjs/tegg-runtime/dist/factory/EggContainerFactory.js:28:38
     25   56.8%      Builtin: AsyncFunctionAwaitResolveClosure
     25  100.0%        Builtin: CallApiCallbackOptimizedNoProfiling
     25  100.0%          JS: *processTicksAndRejections node:internal/process/task_queues:72:35
     19   43.2%      JS: *initWithInjectProperty file:///Users/fengmk2/git/github.com/eggjs/benchmark/node_modules/@eggjs/tegg-runtime/dist/impl/EggObjectImpl.js:20:33
     19  100.0%        Builtin: AsyncFunctionAwaitResolveClosure
     19  100.0%          Builtin: CallApiCallbackOptimizedNoProfiling
     19  100.0%            JS: *processTicksAndRejections node:internal/process/task_queues:72:35
     34    5.1%    JS: *initWithInjectProperty file:///Users/fengmk2/git/github.com/eggjs/benchmark/node_modules/@eggjs/tegg-runtime/dist/impl/EggObjectImpl.js:20:33
     24   70.6%      Builtin: AsyncFunctionAwaitResolveClosure
     24  100.0%        Builtin: CallApiCallbackOptimizedNoProfiling
     24  100.0%          JS: *processTicksAndRejections node:internal/process/task_queues:72:35
     10   29.4%      JS: *createObject file:///Users/fengmk2/git/github.com/eggjs/benchmark/node_modules/@eggjs/tegg-runtime/dist/impl/EggObjectImpl.js:174:30
     10  100.0%        JS: *createObject file:///Users/fengmk2/git/github.com/eggjs/benchmark/node_modules/@eggjs/tegg-runtime/dist/factory/EggObjectFactory.js:17:30
     10  100.0%          JS: *init file:///Users/fengmk2/git/github.com/eggjs/benchmark/node_modules/@eggjs/tegg-runtime/dist/model/AbstractEggContext.js:71:15
     10  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
     31    4.6%    JS: *destroy file:///Users/fengmk2/git/github.com/eggjs/benchmark/node_modules/@eggjs/tegg-runtime/dist/model/AbstractEggContext.js:22:18
     18   58.1%      Builtin: AsyncFunctionAwaitResolveClosure
     18  100.0%        Builtin: CallApiCallbackOptimizedNoProfiling
     18  100.0%          JS: *processTicksAndRejections node:internal/process/task_queues:72:35
     13   41.9%      JS: *ctxLifecycleMiddleware file:///Users/fengmk2/git/github.com/eggjs/benchmark/node_modules/@eggjs/tegg-plugin/dist/lib/ctx_lifecycle_middleware.js:3:45
     13  100.0%        Builtin: AsyncFunctionAwaitResolveClosure
     13  100.0%          Builtin: CallApiCallbackOptimizedNoProfiling
     13  100.0%            JS: *processTicksAndRejections node:internal/process/task_queues:72:35
     29    4.3%    JS: *init file:///Users/fengmk2/git/github.com/eggjs/benchmark/node_modules/@eggjs/tegg-runtime/dist/model/AbstractEggContext.js:71:15
     19   65.5%      JS: *ctxLifecycleMiddleware file:///Users/fengmk2/git/github.com/eggjs/benchmark/node_modules/@eggjs/tegg-plugin/dist/lib/ctx_lifecycle_middleware.js:3:45
     19  100.0%        JS: *dispatch /Users/fengmk2/git/github.com/eggjs/benchmark/node_modules/@eggjs/koa/node_modules/koa-compose/index.js:35:23
     19  100.0%          JS: *teggRootProto file:///Users/fengmk2/git/github.com/eggjs/benchmark/node_modules/@eggjs/controller-plugin/dist/app/middleware/tegg_root_proto.js:3:40
     19  100.0%            JS: *dispatch /Users/fengmk2/git/github.com/eggjs/benchmark/node_modules/@eggjs/koa/node_modules/koa-compose/index.js:35:23
     10   34.5%      Builtin: AsyncFunctionAwaitResolveClosure
     10  100.0%        Builtin: CallApiCallbackOptimizedNoProfiling
     10  100.0%          JS: *processTicksAndRejections node:internal/process/task_queues:72:35
     28    4.2%    JS: *session file:///Users/fengmk2/git/github.com/eggjs/benchmark/node_modules/@eggjs/session/node_modules/koa-session/dist/esm/index.js:184:34
     18   64.3%      JS: *dispatch /Users/fengmk2/git/github.com/eggjs/benchmark/node_modules/@eggjs/koa/node_modules/koa-compose/index.js:35:23
     18  100.0%        JS: *overrideMethod file:///Users/fengmk2/git/github.com/eggjs/benchmark/node_modules/egg4/node_modules/koa-override/dist/esm/index.js:7:35
     18  100.0%          JS: *dispatch /Users/fengmk2/git/github.com/eggjs/benchmark/node_modules/@eggjs/koa/node_modules/koa-compose/index.js:35:23
     18  100.0%            JS: *bodyParser /Users/fengmk2/git/github.com/eggjs/benchmark/node_modules/egg4/node_modules/koa-bodyparser/index.js:63:35
     10   35.7%      Builtin: AsyncFunctionAwaitResolveClosure
     10  100.0%        Builtin: CallApiCallbackOptimizedNoProfiling
     10  100.0%          JS: *processTicksAndRejections node:internal/process/task_queues:72:35
     28    4.2%    JS: *<anonymous> file:///Users/fengmk2/git/github.com/eggjs/benchmark/node_modules/@eggjs/lifecycle/dist/LifycycleUtil.js:35:51
